"iso2c","country","year","life_expectancy","mortality_infant","mortality_adult_f","mortality_adult_m","mortality_under_5","malaria_deaths","cvd_cancer_diabetes_crd_death_perc","aids_hiv_deaths","gdp","population","dom_gvt_health_exp","gvt_health_exp","iso3c","region","capital","longitude","latitude","income","lending"
"TV","Tuvalu",2008,NA,NA,NA,NA,NA,NA,NA,NA,30290219.7617849,10315,290.16177368,NA,"TUV","East Asia & Pacific","Funafuti","179.089567","-8.6314877","Upper middle income","IDA"
"TV","Tuvalu",2015,NA,NA,NA,NA,NA,NA,NA,NA,35492074.2243257,11099,418.98580933,NA,"TUV","East Asia & Pacific","Funafuti","179.089567","-8.6314877","Upper middle income","IDA"
"TW","Taiwan, China",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TW","Taiwan, China",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWN","East Asia & Pacific","","","","High income","Not classified"
"TZ","Tanzania",2007,55.926,NA,338.602,382.85,NA,NA,19.7,NA,21843529024.9154,40681416,10.4069519,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2000,50.801,NA,412.773,487.028,NA,NA,23.1,NA,13375976353.6994,33499177,2.754076,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2001,51.444,NA,413.32,483.031,NA,NA,22.1,NA,13581644245.7352,34385849,3.99377155,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2006,55.119,NA,353.655,402.087,NA,NA,19.3,NA,18649590248.2626,39548666,11.36077404,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2011,59.525,NA,266.312,337.285,NA,NA,18.8,NA,34657139495.4031,45673520,9.68225384,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2008,56.777,NA,320.53,371.459,NA,NA,20.1,NA,27941177434.5087,41853944,14.98752117,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2009,57.666,50.7084999084473,302.457,360.068,81.0969924926758,NA,19.8,NA,29081425282.2949,43073830,9.99193096,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2010,58.584,NA,284.385,348.677,NA,NA,19.2,NA,32014249841.4151,44346532,10.41769791,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2014,62.288,NA,223.518,287.415,NA,NA,17.8,NA,49964788814.0926,49960563,11.99555302,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2012,60.47,NA,248.24,325.894,NA,NA,18,NA,39650530214.3287,47053033,9.90764046,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2013,61.398,NA,235.879,306.655,NA,NA,18.2,NA,45680532613.7591,48483132,11.16660881,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2002,52.142,NA,413.867,479.034,NA,NA,21,NA,14142035080.2849,35334790,4.94709539,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2003,52.866,NA,398.814,459.797,NA,NA,20.5,NA,15224257698.482,36337778,5.81181145,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2004,53.602,67.9840698242188,383.761,440.561,112.022201538086,NA,19.7,NA,16675948414.7573,37379766,8.19506931,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2005,54.349,NA,368.708,421.324,NA,NA,19.2,NA,18399046025.2688,38450323,10.3227644,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"TZ","Tanzania",2015,63.111,43.2319297790527,211.158,268.176,67.1549987792969,NA,17.7,NA,47378599025.3044,51482638,11.57036209,NA,"TZA","Sub-Saharan Africa","Dodoma","35.7382","-6.17486","Low income","IDA"
"UA","Ukraine",2007,68.2221951219512,13.8654127120972,146.547,396.138,16.8504505157471,NA,33.9,NA,142579603960.396,46509355,110.05381012,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2005,67.9568292682927,NA,150.196,403.431,NA,NA,35.3,NA,86057915585.3026,47105171,68.30809021,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2006,68.0775609756098,NA,142.426,384.568,NA,NA,33.8,NA,107647920792.079,46787786,89.65517426,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2010,70.2653658536586,NA,118.251,309.172,NA,NA,29.7,NA,136013155905.036,45870741,109.49777222,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2011,70.8092682926829,NA,111.607,295.993,NA,NA,28.3,NA,163159671670.265,45706086,122.44926453,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2012,70.9441463414634,NA,112.032,295.545,NA,NA,28.2,NA,175781379051.433,45593342,144.65301514,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2008,68.2514634146342,NA,145.477,391.412,NA,NA,33.5,NA,179816790704.739,46258189,125.29946899,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2014,71.1865853658537,NA,NA,NA,NA,NA,27.7,NA,133503411375.739,45272155,102.1205368,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2015,71.189512195122,NA,NA,NA,NA,NA,26.2,NA,91030959454.6961,45154036,74.71165466,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2004,68.1853658536585,NA,145.821,393.559,NA,NA,34.6,NA,64819702951.6826,47451626,46.68627167,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2013,71.159512195122,NA,111.279,292.069,NA,NA,27.4,NA,183310146378.081,45489648,135.15515137,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2002,68.2756097560976,NA,140.47,382.749,NA,NA,34.1,NA,42351593887.2827,48202470,27.0980835,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2009,69.19,NA,127.738,334.021,NA,NA,30.8,NA,117113410001.027,46053331,98.00297546,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2003,68.2107317073171,NA,142.175,382.632,NA,NA,34.1,NA,50084197498.4529,47812949,38.42004013,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2001,67.8370731707317,NA,136.012,375.773,NA,NA,34,NA,37972301334.6736,48662400,21.90360832,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UA","Ukraine",2000,67.6756097560976,NA,135.32,377.775,NA,NA,34.7,NA,31261718319.1794,49176500,16.62516212,NA,"UKR","Europe & Central Asia","Kiev","30.5038","50.4536","Lower middle income","IBRD"
"UG","Uganda",2001,47.22,NA,467.759,576.877,NA,NA,29.9,NA,5840503868.57246,24388974,5.13413763,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2002,48.299,NA,455.887,558.184,NA,NA,29.3,NA,6178563590.89254,25167261,5.56538725,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2005,51.676,NA,403.253,480.727,NA,NA,28.9,NA,9239221858.55839,27684590,9.27097988,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2006,52.784,71.1039886474609,385.708,454.908,127.614471435547,NA,28.1,NA,9977647644.69953,28571475,11.01430416,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2007,53.887,NA,368.163,429.089,NA,NA,26.3,NA,11902564401.3238,29486335,13.14462566,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2004,50.554,NA,420.798,506.546,NA,NA,28.9,NA,7939487473.86318,26821300,8.30802155,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2000,46.229,88.4113388061523,479.63,595.57,151.483428955078,NA,30.3,NA,6193246837.09687,23650159,4.7271142,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2015,61.373,NA,271.842,351.601,NA,NA,21.9,NA,32248116472.5115,38225447,6.5637641,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2010,57.099,NA,317.72,392.725,NA,NA,24.1,NA,26558908398.0404,32428164,8.92739391,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2008,54.984,NA,351.349,416.968,NA,NA,25.1,NA,14440404021.4881,30431734,12.30934525,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2013,59.881,NA,280.008,362.855,NA,NA,22.8,NA,28791625085.1143,35694519,9.30324554,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2009,56.06,NA,334.534,404.846,NA,NA,24.6,NA,25019909334.6707,31411096,12.28370953,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2011,58.087,53.8280563354492,300.906,380.603,90.0047760009766,NA,23.9,NA,27752046902.446,33476772,8.48553467,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2003,49.421,NA,438.342,532.365,NA,NA,29,NA,6606884390.78019,25980547,5.27194118,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2012,59.017,NA,284.092,368.481,NA,NA,23.1,NA,27188667092.7781,34558700,9.41480446,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"UG","Uganda",2014,60.669,NA,275.925,357.228,NA,NA,22.3,NA,32472362948.833,36911530,7.70138454,NA,"UGA","Sub-Saharan Africa","Kampala","32.5729","0.314269","Low income","IDA"
"US","United States",2002,76.9365853658537,NA,83.72,144.378,NA,NA,17.3,NA,10936419054000,287625193,2406.6237793,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2008,78.0390243902439,NA,78.705,136.811,NA,NA,15.2,NA,14712844084000,304093966,3515.82275391,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2005,77.4878048780488,NA,81.507,141.969,NA,NA,16.1,NA,13036640230000,295516599,2929.8137207,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2006,77.6878048780488,NA,80.928,141.119,NA,NA,15.7,NA,13814611414000,298379912,3159.27490234,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2007,77.9878048780488,NA,79.447,138.605,NA,NA,15.4,NA,14451858656000,301231207,3328.56225586,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2001,76.8365853658537,NA,84.172,144.307,NA,NA,17.6,NA,10581821399000,284968955,2219.11352539,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2009,78.390243902439,NA,79.055,134.966,NA,NA,14.9,NA,14448933025000,306771529,3716.60473633,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2004,77.4878048780488,NA,81.47,140.559,NA,NA,16.4,NA,12213729147000,292805298,2761.66308594,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2000,76.6365853658537,NA,83.359,143.926,NA,NA,18.1,NA,10252345464000,282162411,2017.0369873,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2011,78.6414634146341,NA,77.926,132.138,NA,NA,14.3,NA,15542581104000,311583481,3957.61987305,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2003,77.0365853658537,NA,83.557,143.909,NA,NA,17,NA,11458243878000,290107933,2578.67724609,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2014,78.8414634146341,NA,79.382,131.889,NA,NA,13.9,NA,17527163695000,318386329,4530.33544922,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2010,78.5414634146342,NA,77.159,131.884,NA,NA,14.5,NA,14992052727000,309327143,3857.06518555,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2012,78.7414634146342,NA,77.717,131.355,NA,NA,14.2,NA,16197007349000,313877662,4078.00756836,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2013,78.7414634146342,NA,78.093,131.269,NA,NA,14,NA,16784849196000,316059947,4210.83789063,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"US","United States",2015,78.690243902439,NA,80.43,134.324,NA,NA,13.9,NA,18238300569000,320738994,4811.90966797,NA,"USA","North America","Washington D.C.","-77.032","38.8895","High income","Not classified"
"UY","Uruguay",2003,75.373,NA,83.27,156.607,NA,NA,20.3,NA,12045631092.5353,3323661,198.28640747,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2001,74.939,NA,84.917,162.539,NA,NA,20.2,NA,20898788416.6348,3325471,300.38824463,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2002,75.152,NA,83.198,158.797,NA,NA,20,NA,13606494599.4261,3326046,206.23928833,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2007,76.251,NA,83.561,147.846,NA,NA,19.2,NA,23410572634.3147,3331753,277.60174561,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2000,74.731,NA,86.637,166.281,NA,NA,20.5,NA,22823255801.8447,3319734,285.80969238,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2011,76.882,NA,79.407,141.335,NA,NA,17.8,NA,47962439303.7247,3368926,755.96356201,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2012,77.004,NA,78.368,139.707,NA,NA,17.4,NA,51264390116.4909,3378975,853.91522217,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2013,77.124,NA,77.7,138.14,NA,NA,17,NA,57531233350.9101,3389436,994.65344238,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2014,77.244,NA,77.032,136.573,NA,NA,17,NA,57236013086.1223,3400439,1005.59002686,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2004,75.599,NA,83.343,154.417,NA,NA,19.8,NA,13686329890.1191,3321486,194.38568115,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2005,75.826,NA,83.416,152.226,NA,NA,19.1,NA,17362857683.8545,3321799,198.97993469,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2006,76.046,NA,83.488,150.036,NA,NA,18.9,NA,19579457966.0538,3325403,236.17129517,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2015,77.369,NA,76.364,135.006,NA,NA,17.1,NA,53274304222.136,3412013,962.11889648,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2009,76.603,NA,81.484,144.59,NA,NA,17.8,NA,31660911277.0294,3349676,484.32855225,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2010,76.75,NA,80.445,142.963,NA,NA,17.6,NA,40284481651.9021,3359273,618.39477539,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UY","Uruguay",2008,76.437,NA,82.523,146.218,NA,NA,18.3,NA,30366213119.2928,3340221,451.90155029,NA,"URY","Latin America & Caribbean","Montevideo","-56.0675","-34.8941","High income","IBRD"
"UZ","Uzbekistan",2002,67.613,NA,137.549,239.936,NA,NA,34.5,NA,9687788512.80184,25271850,9.20576763,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2007,68.939,NA,126.244,219.926,NA,NA,31.8,NA,22311393927.8817,26868000,18.46967888,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2008,69.193,NA,123.117,212.915,NA,NA,30.8,NA,29549438883.8338,27302800,24.84340096,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2012,70.155,NA,110.608,184.873,NA,NA,28.3,NA,63628854498.5024,29774500,53.52739716,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2014,70.671,NA,107.103,179.144,NA,NA,28.6,NA,76658542757.4707,30757700,61.41725922,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2015,70.928,NA,105.351,176.279,NA,NA,27,NA,81847410181.7953,31298900,65.62662506,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2006,68.676,NA,128.505,223.928,NA,NA,32.8,NA,17330833852.919,26488250,15.34712791,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2013,70.41,NA,108.856,182.008,NA,NA,27.9,NA,68997168337.6782,30243200,58.66701889,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2004,68.135,NA,133.027,231.932,NA,NA,33.4,NA,12030023547.8807,25864350,10.42969227,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2001,67.374,NA,138.743,241.822,NA,NA,33.5,NA,11401421329.1974,24964450,11.82361889,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2000,67.156,NA,139.938,243.708,NA,NA,34.2,NA,13760513969.314,24650400,13.97568035,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2009,69.435,NA,119.99,205.905,NA,NA,29.1,NA,33689223673.2577,27767400,29.82680511,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2010,69.672,NA,116.863,198.894,NA,NA,28.9,NA,46679875793.5724,28562400,37.03344727,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2005,68.407,NA,130.766,227.93,NA,NA,34.9,NA,14307509838.8053,26167000,12.30990982,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2003,67.868,NA,135.288,235.934,NA,NA,34.1,NA,10134453435.4603,25567650,9.34727001,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"UZ","Uzbekistan",2011,69.91,NA,113.735,191.884,NA,NA,28.6,NA,56516280748.3777,29339400,43.37691498,NA,"UZB","Europe & Central Asia","Tashkent","69.269","41.3052","Lower middle income","Blend"
"VC","St. Vincent and the Grenadines",2000,70.809,NA,155.441,211.375,NA,NA,24.3,NA,396262962.962963,107787,110.37663269,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2006,71.449,NA,143.095,197.602,NA,NA,20.3,NA,610929629.62963,108602,128.7376709,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2011,71.827,NA,133.624,186.232,NA,NA,20.5,NA,676129629.62963,108315,157.91860962,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2001,70.882,NA,153.939,211.602,NA,NA,23.5,NA,430040740.740741,107893,117.26554108,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2005,71.331,NA,145.431,201.159,NA,NA,21,NA,550729629.62963,108617,128.40975952,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2002,70.977,NA,152.438,211.829,NA,NA,23.9,NA,461885185.185185,108095,126.19790649,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2004,71.208,NA,147.766,204.715,NA,NA,22.4,NA,521974074.074074,108520,125.1047821,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2007,71.554,NA,140.759,194.045,NA,NA,18.8,NA,684444444.444444,108516,140.29275513,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2015,72.095,NA,128.255,181.392,NA,NA,22.3,NA,755400000,109135,182.01397705,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2009,71.716,NA,137.192,190.139,NA,NA,18.1,NA,674922222.222222,108293,164.96366882,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2010,71.776,NA,135.408,188.185,NA,NA,19.5,NA,681225925.925926,108260,169.59976196,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2012,71.879,NA,131.84,184.279,NA,NA,21.5,NA,692933333.333333,108435,185.82270813,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2013,71.939,NA,130.645,183.316,NA,NA,22.3,NA,721207407.407407,108624,188.38594055,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2014,72.01,NA,129.45,182.354,NA,NA,22.6,NA,727714814.814815,108868,179.3241272,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2003,71.087,NA,150.102,208.272,NA,NA,22.5,NA,481807407.407407,108322,123.54641724,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VC","St. Vincent and the Grenadines",2008,71.643,NA,138.975,192.092,NA,NA,18.5,NA,695429629.62963,108401,156.02734375,NA,"VCT","Latin America & Caribbean","Kingstown","-61.2653","13.2035","Upper middle income","Blend"
"VE","Venezuela, RB",2001,72.294,NA,101.384,216.826,NA,NA,17.5,NA,122903960204.505,24646471,175.96681213,NA,"VEN","Latin America & Caribbean","Caracas","-69.8371","9.08165","Upper middle income","IBRD"
"VE","Venezuela, RB",2003,72.618,NA,98.541,214.224,NA,NA,17.3,NA,83620628582.1082,25551624,123.60531616,NA,"VEN","Latin America & Caribbean","Caracas","-69.8371","9.08165","Upper middle income","IBRD"
"VE","Venezuela, RB",2010,73.134,NA,94.207,202.214,NA,NA,16.2,NA,393192354510.653,28439942,358.18612671,NA,"VEN","Latin America & Caribbean","Caracas","-69.8371","9.08165","Upper middle income","IBRD"
"VE","Venezuela, RB",2002,72.466,NA,99.131,216.157,NA,NA,16.9,NA,92893587733.6549,25100407,131.51541138,NA,"VEN","Latin America & Caribbean","Caracas","-69.8371","9.08165","Upper middle income","IBRD"
"VE","Venezuela, RB",2012,73.037,NA,92.892,199.363,NA,NA,16.4,NA,381286237847.667,29360827,370.68927002,NA,"VEN","Latin America & Caribbean","Caracas","-69.8371","9.08165","Upper middle income","IBRD"
